,nombre_Municipio,latitud,longitud,categoria,nombre_Lugar,direccion,distancia
578,Fuenlabrada,40.282476,-3.7923422,16032,Parque Infantil,28944 Fuenlabrada Comunidad de Madrid,605
579,Fuenlabrada,40.282476,-3.7923422,16032,Parque de Leganés,"Calle de Leganés, 31",630
580,Fuenlabrada,40.282476,-3.7923422,16032,Parque de la urbanización,"Calle Noria, 28944 Fuenlabrada Comunidad de Madrid",645
581,Fuenlabrada,40.282476,-3.7923422,16032,Bulevar Primero de Mayo,,654
582,Fuenlabrada,40.282476,-3.7923422,16032,ParQue de las R£g!OneS,28941 Fuenlabrada Comunidad de Madrid,674
583,Fuenlabrada,40.282476,-3.7923422,17114,Condis,"Móstoles, s/n",1334
584,Fuenlabrada,40.282476,-3.7923422,17114,Asesoría Fuenlabrada 2,"Calle Portugal, 33",1446
585,Fuenlabrada,40.282476,-3.7923422,17114,Plaza de las Provincias,"Avenida Provincias, 18",1740
586,Fuenlabrada,40.282476,-3.7923422,17114,C.C. las Provincias,"Avenida de las Provincias, 18-22",1753
587,Fuenlabrada,40.282476,-3.7923422,13065,Cafetería Boise,"Plaza, 16",43
588,Fuenlabrada,40.282476,-3.7923422,13065,Mezclas,"Calle de la Plaza, 24",90
589,Fuenlabrada,40.282476,-3.7923422,13065,La Santa Sed,"Calle de las Navas, 11",136
590,Fuenlabrada,40.282476,-3.7923422,13065,La Kujnia,"Calle de Castillejos, 16",199
591,Fuenlabrada,40.282476,-3.7923422,13065,Asador el Chef,"Calle Castillejos, 24",323
592,Fuenlabrada,40.282476,-3.7923422,13065,Ro'Os,"Avenida Francisco Javier Sauquillo, 28",368
593,Fuenlabrada,40.282476,-3.7923422,13065,Mesón Alcarria,"Calle del Plata, 8",397
594,Fuenlabrada,40.282476,-3.7923422,13065,Cheers,"Calle de Extremadura, 17",399
595,Fuenlabrada,40.282476,-3.7923422,13065,Bar Quintanero,"Calle de Pozuelo, 23",538
596,Fuenlabrada,40.282476,-3.7923422,13065,Galicia Meson Restaurante,"Calle Extremadura, 4",585
597,Fuenlabrada,40.282476,-3.7923422,11037,Toolquick,"Galana, 4",413
598,Fuente el Saz de Jarama,40.6312151,-3.5125918,16032,Parque de la Igualdad,Avenida Julián Sanchez,169
599,Fuente el Saz de Jarama,40.6312151,-3.5125918,16032,Pececitos al Agua,28140 Fuente El Saz de Jarama Comunidad de Madrid,238
600,Fuente el Saz de Jarama,40.6312151,-3.5125918,16032,Parque Madroños 3,28140 Fuente El Saz de Jarama Comunidad de Madrid,450
601,Fuente el Saz de Jarama,40.6312151,-3.5125918,16032,Tu Castillo,"Calle Almendralejos, 53 Bajo",651
602,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Restaurante la Cava,"Calle Cruces, 22",110
603,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Asador de Pollos la Granjilla,"Avenida Julian Sanchez, 9",174
604,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Taberna Casa Benito,"Plaza de San Pedro, 2",186
605,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,La Alegria del Pastor,"Algete, 18-20",222
606,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Rose Mary,"Plaza de la Villa, 4",270
607,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Panadería Nietos de Ramiro,"Avenida del Pilar, 12",325
608,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Bar Cafetería JE-TA,"Calle Cadena, 4",346
609,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Mesón Asador Chumbica,"Calle Mayor, 3",359
610,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Bar Mayor,"Calle Mayor, 7",378
611,Fuente el Saz de Jarama,40.6312151,-3.5125918,13065,Bar Restaurante los Arcos,"Talamanca, 37",547
612,Fuentidueña de Tajo,40.1185446,-3.160254,13065,Mesón Plaza,"Avenida de Elena Soriano, 26",131
613,Fuentidueña de Tajo,40.1185446,-3.160254,13065,El Rincón de Tomás,"Avenida de Elena Soriano, 30",140
614,Fuentidueña de Tajo,40.1185446,-3.160254,13065,Casa Nova Restaurante,"Carretera Madrid-Valencia, Km 62,5",643
615,Galapagar,40.5774992,-4.0037748,16032,Parque Infantil,28260 Galapagar Comunidad de Madrid,104
616,Galapagar,40.5774992,-4.0037748,13065,El Horno de Cheval,"Plaza Constitución, 6",27
617,Galapagar,40.5774992,-4.0037748,13065,Cafetería-Pub Cheval,"Plaza Constitución, 7",27
618,Galapagar,40.5774992,-4.0037748,13065,Imperial,"Avenida de los Voluntarios, 1",40
619,Galapagar,40.5774992,-4.0037748,13065,Restaurante Pivo,"Calle Concejo, 2",47
620,Galapagar,40.5774992,-4.0037748,13065,Tommate,"Calle del Arco, 6",48
621,Galapagar,40.5774992,-4.0037748,13065,Pizza por Metro,"Arco, 6",50
622,Galapagar,40.5774992,-4.0037748,13065,Titi y la Tormenta,"Calle Concejo, 4",52
623,Galapagar,40.5774992,-4.0037748,13065,Jijonenca Galapagar,"Concejo, 6",52
624,Galapagar,40.5774992,-4.0037748,13065,La Bendita Tasca,"Plaza Alfonso X, 3",72
625,Galapagar,40.5774992,-4.0037748,13065,Shamrock Irish Tavern,"Calle Caño, 2",77
626,Garganta de los Montes,40.9216084,-3.6866546,13065,Restaurante Quercus,"Plaza de San Pedro, 11",817
627,Gargantilla del Lozoya y Pinilla de Buitrago,40.96551504999999,-3.707790763414728,13065,Restaurante la Casa de Paula,"Calle Chopo, 2",706
628,Gargantilla del Lozoya y Pinilla de Buitrago,40.96551504999999,-3.707790763414728,13065,Sierra Molero,"Carretera de Gargantilla, 23",915
629,Gascones,41.0185654,-3.641499,16032,Parque de las Avenidas,09006 Burgos Burgos,1089
630,Gascones,41.0185654,-3.641499,13065,El Cazador,"Plaza de la Constitucion, 12",114
631,Gascones,41.0185654,-3.641499,13065,Casa rural la Carcava,"Calle del Arroyo, 12",1802
632,Gascones,41.0185654,-3.641499,13065,Bar Tasca,"Calle de los Peligros, 9",1951
633,Getafe,40.3070639,-3.7331808,16032,Parque los Escolapios,Comunidad de Madrid,184
634,Getafe,40.3070639,-3.7331808,16032,Parque infantil Pocoyo,Getafe Comunidad de Madrid,245
635,Getafe,40.3070639,-3.7331808,16032,Plaza del Matadero,Getafe Comunidad de Madrid,545
636,Getafe,40.3070639,-3.7331808,16032,Plaza Heredia,Comunidad de Madrid,713
637,Getafe,40.3070639,-3.7331808,16032,Parque el Greco,"Calle de el Greco, 6",727
638,Getafe,40.3070639,-3.7331808,16032,Parque Infantil Paseo de la Estación,Getafe Comunidad de Madrid,892
639,Getafe,40.3070639,-3.7331808,16032,Parque de la Alhóndiga,28905 Getafe Comunidad de Madrid,913
640,Getafe,40.3070639,-3.7331808,16032,Parque Lineal Universidad Carlos III,,1359
641,Getafe,40.3070639,-3.7331808,16032,Parque Infantíl Aviocar,,1569
642,Getafe,40.3070639,-3.7331808,16032,Columpios el Bercial,28907 Getafe Comunidad de Madrid,1638
643,Getafe,40.3070639,-3.7331808,17114,Puma Sports Spain,"Avenida Río Guadalquivir Área Emp. Andalucía, 15",1400
644,Getafe,40.3070639,-3.7331808,17114,C.C. Getafe 3,"Centro Comercial Getafe, 3",1605
645,Getafe,40.3070639,-3.7331808,17114,Centro Comercial Getafe III,"Plaza Juan Carlos I, 1 Bajo",1664
646,Getafe,40.3070639,-3.7331808,13065,Telepizza,"Calle Concepción, 14",43
647,Getafe,40.3070639,-3.7331808,13065,Bar Valerio,"Calle General Pingarrón, 1",91
648,Getafe,40.3070639,-3.7331808,13065,La Chulona de Chamberí,"Calle Vallehermoso, 72",142
649,Getafe,40.3070639,-3.7331808,13065,Oskar Burguer,"Madrid, 17",190
650,Getafe,40.3070639,-3.7331808,13065,100 Montaditos,"Plaza Escuelas Pías, 7",212
651,Getafe,40.3070639,-3.7331808,13065,The Galway Irish Pub,"Calle Cuestas Altas, 3",241
652,Getafe,40.3070639,-3.7331808,13065,Mocca Cafe,"Calle de Toledo, 1",249
653,Getafe,40.3070639,-3.7331808,13065,Bar las bravas,"Calle Villaviciosa, 3",263
654,Getafe,40.3070639,-3.7331808,13065,La Colegiata,"Velasco, 13",277
655,Getafe,40.3070639,-3.7331808,13065,Restaurante la Tagliatella,"Calle Madrid, 51",304
656,Getafe,40.3070639,-3.7331808,11037,Gruas Centro,"Calle Daza Valdes, 10",1879
657,Griñón,40.2136607,-3.8581479,16032,Club Agility ESLON,Serranillos del Valle Comunidad de Madrid,1442
658,Griñón,40.2136607,-3.8581479,16032,Parque las Pérgolas,Cubas de la Sagra Comunidad de Madrid,1949
659,Griñón,40.2136607,-3.8581479,17114,Rastro Máquinas,"Calle Italia, 4",829
660,Griñón,40.2136607,-3.8581479,13065,Azucar & Limón,"Calle Mayor, 109",197
661,Griñón,40.2136607,-3.8581479,13065,Yunke,"Calle Mayor, 105",269
662,Griñón,40.2136607,-3.8581479,13065,El Viejo Cafe,"Calle Mayor, 76",269
663,Griñón,40.2136607,-3.8581479,13065,Tahona Vara,"Calle Mayor, 63",419
664,Griñón,40.2136607,-3.8581479,13065,Pollo Listo,"Paseo Cárcava, 3",438
665,Griñón,40.2136607,-3.8581479,13065,The Irish Parrot Tavern,"Plaza Mayor, 13",501
666,Griñón,40.2136607,-3.8581479,13065,Bar Restaurante Taberna,"Calle Carlos Ruiz, 4",504
667,Griñón,40.2136607,-3.8581479,13065,Embocado,"Calle Juan Carlos I, 14",505
668,Griñón,40.2136607,-3.8581479,13065,Selene,"Calle de Carlos Ruiz, 7",507
669,Griñón,40.2136607,-3.8581479,13065,Restaurante el Lechal,"Avenida Navalcarnero, 44",521
670,Guadalix de la Sierra,40.7822384,-3.7007794,16032,El Encinar,"Calle Ildefonso, 20",531
671,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Bar Boni,"Calle Caño, 9",591
672,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Industrias Hosteleria Junco,"Carretera Miraflores, 3",627
673,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Asador Junco,"Avenida Alejandro Rubio, 101",666
674,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Industrias Hosteleria Junco,"Avenida Alejandro Rubio, 5",677
675,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Restaurante Parrila la Plazuela,"Travesia de la Carniceria, 7",703
676,Guadalix de la Sierra,40.7822384,-3.7007794,13065,El Delantal comida casera para llevar,"Calle Sierra, 4",811
677,Guadalix de la Sierra,40.7822384,-3.7007794,13065,Las Tres Rosas,"Plaza Egido, 3",820
678,Guadalix de la Sierra,40.7822384,-3.7007794,13065,El Llantar de la Sierra,"Camino Fuente Grande, 1",991
679,Guadarrama,40.6734454,-4.0893911,16032,El Parque,Comunidad de Madrid,13
680,Guadarrama,40.6734454,-4.0893911,16032,Parque del Ayuntamiento Guadarrama,28440 Guadarrama Comunidad de Madrid,25
681,Guadarrama,40.6734454,-4.0893911,16032,Galpark Iberica,"Polígono Industrial la Mata, 48",169
682,Guadarrama,40.6734454,-4.0893911,16032,Ludobichos,"Reyes Católicos, 3",188
683,Guadarrama,40.6734454,-4.0893911,16032,Ludo Bichos,"Calle Reyes Católicos, 3",188
684,Guadarrama,40.6734454,-4.0893911,16032,Parque la Dehesa,28440 Guadarrama Comunidad de Madrid,659
685,Guadarrama,40.6734454,-4.0893911,16032,Parque del dragón,Guadarrama Comunidad de Madrid,711
686,Guadarrama,40.6734454,-4.0893911,13065,Los Caños,"Calle Alfonso Senra, 51",32
687,Guadarrama,40.6734454,-4.0893911,13065,Café Claqué,"Calle Leones de Castilla, 14",48
688,Guadarrama,40.6734454,-4.0893911,13065,Bar-Restaurate el Horizonte,"Calle Alfonso Senra, 21",83
689,Guadarrama,40.6734454,-4.0893911,13065,La Puerta Verde,"Calle Alfonso Senra, 29",93
690,Guadarrama,40.6734454,-4.0893911,13065,Hostal González,"General Mola, 2",95
691,Guadarrama,40.6734454,-4.0893911,13065,Pinokio Guadarrama,"Calle Alfonso Senra, 21",97
692,Guadarrama,40.6734454,-4.0893911,13065,Texas tavern,"Alfonso Senra, 21",97
693,Guadarrama,40.6734454,-4.0893911,13065,Panaderia Micre,"Calle el Escorial, 6",112
694,Guadarrama,40.6734454,-4.0893911,13065,Asador los Caños,"Plaza Caños, 1",118
695,Guadarrama,40.6734454,-4.0893911,13065,Bar-Cafetería Ficha,"Calle de Alfonso Senra, 31",118
696,La Hiruela,41.0779223,-3.4552928,13065,Ayuntamiento de la Hiruela,"Enmedio, 11",53
697,La Hiruela,41.0779223,-3.4552928,13065,Casa Aldaba,"Calle del Pilón, 51",106
698,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Restaurante el Pajar - Un Pajar de 200 a,"Calle de la Comunidad de Madrid, 9",105
699,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,La Ladera de Horcajuelo,"Calle Blanco, 17",215
700,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,El Rincón del Cárabo,"Calle Pozas, 40",222
701,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Restaurante la Hontanilla,"Avenida Soto, 24 y, 36",832
702,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Alojamientos la Hontanilla,"Avenida el Soto, 2",889
703,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Panadería Nani,"Plaza Mayor, 3",1308
704,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,El Hayedo,"Travesía de Horcajuelo, 13",1365
705,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Los Naranjos,"Calle del Real, 19",1478
706,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Taberna el Trebol,"Calle Rosario, 1",1838
707,Horcajuelo de la Sierra,41.0601151,-3.5457391,13065,Bar el Rincón,"Calle Real, 8",1890
708,Hoyo de Manzanares,40.6227334,-3.9072054,16032,Parque Alcantara,Hoyo de Manzanares Comunidad de Madrid,67
709,Hoyo de Manzanares,40.6227334,-3.9072054,16032,La cabilda,,1069
710,Hoyo de Manzanares,40.6227334,-3.9072054,13065,La Plaza,"Plaza Caldereta, 1",56
711,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Churros y tapas,"San Sebastián, 3",56
712,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Churreria Caño,"San Sebastián, 3",56
713,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Cafe Mayor,"Avenida de la Paloma, 2",65
714,Hoyo de Manzanares,40.6227334,-3.9072054,13065,El Vagón de Beni,"Calle San Macario, 6",72
715,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Casa Chaqueta,"Paseo Mayor, 7",80
716,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Chema's Bar,"Calle Hurtada, 9",106
717,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Caribe,"Plaza de la Iglesia, 3",107
718,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Espaten,"Plaza Ntra. Sra. del Rosario, 1",113
719,Hoyo de Manzanares,40.6227334,-3.9072054,13065,Café de la Higuera,"Calle de las Eras, 16",114
720,Humanes de Madrid,40.2508847,-3.8270997,16032,Parque de la Rana,,110
721,Humanes de Madrid,40.2508847,-3.8270997,16032,Parque Hnos,28970 Humanes de Madrid Comunidad de Madrid,738
722,Humanes de Madrid,40.2508847,-3.8270997,16032,Parque Tebas,,965
723,Humanes de Madrid,40.2508847,-3.8270997,16032,Prado de la Casa,Humanes de Madrid Comunidad de Madrid,1629
724,Humanes de Madrid,40.2508847,-3.8270997,13065,Gasco Restauracion,"Plaza de la Constitucion, 18",186
725,Humanes de Madrid,40.2508847,-3.8270997,13065,La Caba,"Plaza de la Constitucion, 18",198
726,Humanes de Madrid,40.2508847,-3.8270997,13065,All Stars,"Avenida del Mediterraneo, 2",210
727,Humanes de Madrid,40.2508847,-3.8270997,13065,Alarcopan,"Calle Madrid, 30",220
728,Humanes de Madrid,40.2508847,-3.8270997,13065,Taberna de Maria,"Avenida Mediterraneo, 2",228
729,Humanes de Madrid,40.2508847,-3.8270997,13065,El Mirador,"Margarita Pol. Lomo, 2",239
730,Humanes de Madrid,40.2508847,-3.8270997,13065,La Esquina de Robert y Bea,"Avenida Industria, 48-50",244
731,Humanes de Madrid,40.2508847,-3.8270997,13065,Cafetería Ortíz,"Calle del Olivo, 2",259
732,Humanes de Madrid,40.2508847,-3.8270997,13065,Mi Dulce Mordisco,"Islas Medas, 23",290
733,Humanes de Madrid,40.2508847,-3.8270997,13065,Asador de Pollos la Dori,"Avenida Campo Hermoso, 33",323
734,Leganes,10.785528,122.5888137,13065,Kev's Drop Off Grill and Restaurant,5000 Iloilo City,93
735,Leganes,10.785528,122.5888137,13065,Dimsum Panda,"5003 Leganes, Iloilo",100
736,Leganes,10.785528,122.5888137,13065,Yet Tongs Seafood Restaurant,"5003 Leganes, Iloilo",108
737,Leganes,10.785528,122.5888137,13065,Bebot & Mila Talabahan,National Highway,184
738,Leganes,10.785528,122.5888137,13065,Tibz Batchoy,"5003 Leganes, Iloilo",238
739,Leganes,10.785528,122.5888137,13065,Jong's Grill,"5000 Iloilo City, Iloilo",333
740,Leganes,10.785528,122.5888137,13065,Kim's Bob,"5000 Iloilo City, Iloilo",823
741,Leganes,10.785528,122.5888137,13065,Minute Burger,"5003 Iloilo City, Iloilo",873
742,Leganes,10.785528,122.5888137,13065,La Viña Del Señor,5003 Leganes,1506
743,Leganes,10.785528,122.5888137,13065,tiolas San Joanquin iloilo,5000 Iloilo City,1819
744,Loeches,40.3837901,-3.4092281,16032,Parque 2 de mayo,,578
745,Loeches,40.3837901,-3.4092281,13065,Complejo Cervantes,"Carretera Loeches-Torrejón de Ardoz M-206, Km 2.60",5
746,Loeches,40.3837901,-3.4092281,13065,Cafeteria Bar Loeches,"Calle Toriles, 2",52
747,Loeches,40.3837901,-3.4092281,13065,Bar Flor,Plaza de la Villa 9-10,58
748,Loeches,40.3837901,-3.4092281,13065,Capitol,"Avenida Constitución, 3",65
749,Loeches,40.3837901,-3.4092281,13065,Candy Witch,"La Chorrera, 11",93
750,Loeches,40.3837901,-3.4092281,13065,Al Alba,"Calle Chorrera, 11",101
751,Loeches,40.3837901,-3.4092281,13065,Cafeteria Pasteleria Rocio,"Avenida de la Constitucion Numero, 17",140
752,Loeches,40.3837901,-3.4092281,13065,Casa Ronquillo,"Chorrera, 12",156
753,Loeches,40.3837901,-3.4092281,13065,Restaurante Ronquillo,"Calle la Chorrera, 12",161
754,Loeches,40.3837901,-3.4092281,13065,Chocolates la Plata,"Calle Bronce, Parcela, 31",204
755,Lozoya,40.9513281,-3.7917078,13065,Cafe Bar Restaurante Paulino,"Travesia de San Vicente, 8",74
756,Lozoya,40.9513281,-3.7917078,13065,Restaurante Fernando,"Plaza Antonio Blanco, 11",126
757,Lozoya,40.9513281,-3.7917078,13065,D'Tapas,"Plaza Antonio Blanco, 3",140
758,Lozoya,40.9513281,-3.7917078,13065,Restaurante Bar Serna,"Plaza de Antonio Blanco, 9",144
759,Lozoya,40.9513281,-3.7917078,13065,D´Tapas,"Avenida Juan Carlos I, 3",144
760,Lozoya,40.9513281,-3.7917078,13065,El Balcon de Tito,"Plaza de Antonio Blanco, 9-11",149
761,Lozoya,40.9513281,-3.7917078,13065,Meson - Restaurante el Valle de Lozoya,"Avenida de Lozoya, 13",159
762,Lozoya,40.9513281,-3.7917078,13065,Casa Varillas,"Avenida Lozoya, 27",289
763,Lozoya,40.9513281,-3.7917078,13065,El Pajar de Fuente Hernando,"Calle Eras Chicas, s/n",369
764,Lozoya,40.9513281,-3.7917078,13065,El Observatorio de Lozoya,"Carretera Rascafría M-604, Km 14",393
765,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,Aylagas de Diego d,"Avenida Madrid, 79",48
766,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,Casa Flores,"Avenida Madrid, 51",51
767,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,Bar Centro,"Avenida Madrid, 79",51
768,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,El Rincón de Merche,"Avenida Madrid, 99",117
769,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,Bar Manolo,"Avenida de Madrid, 43",183
770,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,13065,La Leñera,"Calle Egidillo, 5",269
771,Madrid,40.4167047,-3.7035825,16032,Hotel indignado,,155
772,Madrid,40.4167047,-3.7035825,16032,Parque infantil Plaza Santa Ana,Madrid Comunidad de Madrid,309
773,Madrid,40.4167047,-3.7035825,16032,Parque Madrid Río,28011 Madrid Comunidad de Madrid,428
774,Madrid,40.4167047,-3.7035825,16032,"Valverde, 2",Valverde,431
775,Madrid,40.4167047,-3.7035825,16032,Parque Atocha,Madrid Comunidad de Madrid,618
776,Madrid,40.4167047,-3.7035825,16032,Almendro3,28005 Madrid Comunidad de Madrid,641
777,Madrid,40.4167047,-3.7035825,16032,Parque Infantil Vazquez de Mella,Madrid Comunidad de Madrid,650
778,Madrid,40.4167047,-3.7035825,16032,Parque Infantil Plaza de Oriente,,720
779,Madrid,40.4167047,-3.7035825,16032,Parque infantil,Madrid Comunidad de Madrid,727
780,Madrid,40.4167047,-3.7035825,16032,Parque infantil Paseo del Prado,"Pase del Prado, 8",810
781,Madrid,40.4167047,-3.7035825,17114,Global Sources,"Calle de Nicolás Usera, 58",436
782,Madrid,40.4167047,-3.7035825,17114,Mercado de las Ranas,"Calle Santa María, 20",771
783,Madrid,40.4167047,-3.7035825,17114,Príncipe Pío Shopping Center (C.C. Príncipe Pío),"Centro Comercial Principe Pio - Paseo de la Florida, 2",1407
784,Madrid,40.4167047,-3.7035825,17114,Experto en Duchas,"Calle de Ercilla, 20",1559
785,Madrid,40.4167047,-3.7035825,17114,Goya con Serrano,"Goya, 15",1645
786,Madrid,40.4167047,-3.7035825,17114,Hermanos Revilla,"Calle Goya, 8",1695
787,Madrid,40.4167047,-3.7035825,17114,Quiosco Principe Pio,"Pº de la Florida, s/n",1776
788,Madrid,40.4167047,-3.7035825,13065,La Mallorquina,"Calle Mayor, 2",96
789,Madrid,40.4167047,-3.7035825,13065,Rosi la Loca,"Calle de Cádiz, 4",111
790,Madrid,40.4167047,-3.7035825,13065,McDonald's,"Calle Esparteros, 1",119
791,Madrid,40.4167047,-3.7035825,13065,C & Tapas,"Calle de la Montera, 10",127
792,Madrid,40.4167047,-3.7035825,13065,La Carmela,"Calle de la Victoria, 4",161
793,Madrid,40.4167047,-3.7035825,13065,El Gaucho,"Calle Tetuán, 34",168
794,Madrid,40.4167047,-3.7035825,13065,Museo del Jamón,"Calle Mayor, 7",181
795,Madrid,40.4167047,-3.7035825,13065,Lhardy,"Carrera de San Jerónimo, 8",183
796,Madrid,40.4167047,-3.7035825,13065,Cafe Carmen 17,"Calle del Carmen, 17",201
797,Madrid,40.4167047,-3.7035825,13065,Ciudad de Tui,"Montera, 22",202
798,Madrid,40.4167047,-3.7035825,17031,Vestuario Paris,"Calle del Amor de Dios, 14",626
799,Madrid,40.4167047,-3.7035825,17031,Fiestas Paco,"Toledo, 52",681
800,Madrid,40.4167047,-3.7035825,11037,P Cruz,"Carretera Olula del Rio a Macael, Km 1,7",260
801,Madrid,40.4167047,-3.7035825,11037,Be Mad Be Chic,"Fernando VI, 11",1159
802,Madrid,40.4167047,-3.7035825,11037,Playas de Rodalquilar,"Calle Marques de la Ensenada Numero, 16",1365
803,Majadahonda,40.473055,-3.8724138,16032,Plaza de la Constitución,Majadahonda Comunidad de Madrid,204
804,Majadahonda,40.473055,-3.8724138,16032,Parque de la Constitución,,370
805,Majadahonda,40.473055,-3.8724138,16032,Estrella de la muerte,Estrella,414
806,Majadahonda,40.473055,-3.8724138,16032,Parque de la rueda,Majadahonda Comunidad de Madrid,541
807,Majadahonda,40.473055,-3.8724138,16032,Parque Colón,"Plaza Colón, s/n",568
808,Majadahonda,40.473055,-3.8724138,16032,Parque de la Laguna,28220 Majadahonda Comunidad de Madrid,578
809,Majadahonda,40.473055,-3.8724138,16032,Parque del Cerro del Aire,"Avda. de España, 28220 Majadahonda Comunidad de Madrid",769
810,Majadahonda,40.473055,-3.8724138,16032,Parque,Majadahonda Comunidad de Madrid,776
811,Majadahonda,40.473055,-3.8724138,16032,Parque del Arcipreste,28220 Majadahonda Comunidad de Madrid,886
812,Majadahonda,40.473055,-3.8724138,16032,Parque de Peco,"av. paralela, Madrid Comunidad de Madrid",1017
813,Majadahonda,40.473055,-3.8724138,17114,La Nueva Pipa,"Calle Mieses, 19",131
814,Majadahonda,40.473055,-3.8724138,17114,Zoco de Majadahonda,"Avenida de España, 51",880
815,Majadahonda,40.473055,-3.8724138,17114,CC el Zoco de Majadahonda,"Avenida de España, 51",882
816,Majadahonda,40.473055,-3.8724138,17114,Monte del Pilar,"Avenida del Príncipe de Asturias, s/n",1648
817,Majadahonda,40.473055,-3.8724138,17114,BurgoCentro,Calle Comunidad de Madrid 37-41,1850
818,Majadahonda,40.473055,-3.8724138,17114,Centro Comercial Burgo de las Rozas,Calle de la Comunidad de Madrid Nº 37,1946
819,Majadahonda,40.473055,-3.8724138,17114,C.C. Cerro del Espino,"Calle de las Moreras, 42",1947
820,Majadahonda,40.473055,-3.8724138,17114,Equinoccio Park,"Calle Fresa, 2",2045
821,Majadahonda,40.473055,-3.8724138,13065,Tetería Cleopatra,Calle Madrid Nº4,78
822,Majadahonda,40.473055,-3.8724138,13065,La Sureña,"Calle Gran Vía, 15",79
823,Majadahonda,40.473055,-3.8724138,13065,Rodilla,"Calle del Doctor Calero, 14",97
824,Majadahonda,40.473055,-3.8724138,13065,La Marinera,"Calle de las Mieses, 2",100
825,Majadahonda,40.473055,-3.8724138,13065,Pannus,"Calle Doctor Calero, 20",107
826,Majadahonda,40.473055,-3.8724138,13065,Giuliani's,"Calle Fresa, 2",107
827,Majadahonda,40.473055,-3.8724138,13065,Restaurante Taberna Gabriela,"Plaza de la Constitucion, 4",142
828,Majadahonda,40.473055,-3.8724138,13065,Palacio Imperial,"Calle Doctor Calero, 9",151
829,Majadahonda,40.473055,-3.8724138,13065,Lotus,"Calle de Hernán Cortés, 7-21",228
830,Majadahonda,40.473055,-3.8724138,13065,La Manuela,"Plaza Pizarro, 4",238
831,Majadahonda,40.473055,-3.8724138,11037,Construcciones Civiles Rofer,"Avenida Claveles, 12",704
832,Manzanares el Real,40.7267632,-3.864981,16032,Parque Infantil del Castillo de Manzanares,"Calle del Cura, s/n",102
833,Manzanares el Real,40.7267632,-3.864981,17114,Viveros Manzanares,"Avenida de la Paz, s/n",619
834,Manzanares el Real,40.7267632,-3.864981,13065,La Reunión,"Plaza del Pueblo, 12",22
835,Manzanares el Real,40.7267632,-3.864981,13065,La Taurina,"Plaza Pueblo, 7",23
836,Manzanares el Real,40.7267632,-3.864981,13065,Discoteca 13-58,"Calle Paz, s/n",30
837,Manzanares el Real,40.7267632,-3.864981,13065,Panaria,"Avenida de Madrid, 1",50
838,Manzanares el Real,40.7267632,-3.864981,13065,Hostal el Tranco Restaurante el Tranco Bar,"Avenida de la Pedriza, s/n",51
839,Manzanares el Real,40.7267632,-3.864981,13065,La Charca Verde,"Plaza Raso, 10",52
840,Manzanares el Real,40.7267632,-3.864981,13065,Carrero e Hijos,"Plaza del Raso, 10",52
841,Manzanares el Real,40.7267632,-3.864981,13065,La Jara,"Calle Panaderos, 6",62
842,Manzanares el Real,40.7267632,-3.864981,13065,Restaurante Parra,"Calle de los Panaderos, 13",84
843,Manzanares el Real,40.7267632,-3.864981,13065,Asador D'Rolle,"Calle de Colmenar, 4",84
844,Meco,40.553746,-3.3281561,16032,Parque del Lago,,925
