,nombre_Municipio,latitud,longitud,categoria,nombre_Lugar,direccion,distancia
323,Campo Real,40.3381881,-3.3813911,13065,Restaurante Casa Jose,"Carretera Villar del Olmo, 38",513
324,Campo Real,40.3381881,-3.3813911,13065,Campeña de Pizzeria Mayor,"Carretera Villar del Olmo, 51",579
325,Campo Real,40.3381881,-3.3813911,13065,Asador Casa Andrés,"Carr. de Madrid, 1",624
326,Canencia,40.9095894,-3.7375609,13065,Hostal colorines,"Calle Real, s/n",216
327,Canencia,40.9095894,-3.7375609,13065,Colorines Restaurante,"Calle del Matadero, 14",287
328,Carabaña,40.256626,-3.2347206,13065,Restaurante Mariblanca,"Avenida Tielmes, 6",55
329,Carabaña,40.256626,-3.2347206,13065,Restaurante-terraza la tropicana,"Camino de los Villares, 9",237
330,Carabaña,40.256626,-3.2347206,13065,El Asador de los Gallos,"Plaza de España, 23",312
331,Carabaña,40.256626,-3.2347206,13065,Estela Bar Tapas y Pinchos,"Plaza de España, 27",312
332,Carabaña,40.256626,-3.2347206,13065,Cafe Bar Plan B,Calle Sierra N15,922
333,Casarrubuelos,40.1707803,-3.8308526,13065,Terra Gastro Taberna,"Calle Mayor, 2",155
334,Casarrubuelos,40.1707803,-3.8308526,13065,Café Bar la Bruja Motera,"Calle Moratalaz, 16",225
335,Casarrubuelos,40.1707803,-3.8308526,13065,Piscina Municipal de Casarrubuelos,"Calle Murcia, 1",756
336,Casarrubuelos,40.1707803,-3.8308526,13065,La Quinta de Illescas,"Carretera de Toledo, Km 30",1481
337,Casarrubuelos,40.1707803,-3.8308526,13065,Restaurante Vara,"Carretera Madrid-Toledo, Km 31",1578
338,Casarrubuelos,40.1707803,-3.8308526,13065,Jimmy's Bar & Chill Out,"Avenida Intergolf, 5",1578
339,Casarrubuelos,40.1707803,-3.8308526,13065,Disfruta Comiendo,Avenida Intergolf N5,1579
340,Casarrubuelos,40.1707803,-3.8308526,13065,Pizzeria Santarromana,"Avenida de Europa, 1",1787
341,Casarrubuelos,40.1707803,-3.8308526,13065,Bar el Silo,"Calle Santa Clara Local, 5",1906
342,Casarrubuelos,40.1707803,-3.8308526,13065,La Taskita,"Calle Cubas, 8",1908
343,Cenicientos,40.2631894,-4.4669801,13065,La Carpinteria,"Plaza del Huertecillo, 18",82
344,Cenicientos,40.2631894,-4.4669801,13065,Bar el Guijo,"Avenida de Madrid, 10-12",226
345,Cenicientos,40.2631894,-4.4669801,13065,Noemí Sánchez Pastor Gómez,"Calle de la de los Caños, N, 25",306
346,Cenicientos,40.2631894,-4.4669801,13065,Restaurante la Barraca de Lorca,"Plaza de la Constitución, 3",78595
347,Cercedilla,40.7412931,-4.0558002,16032,La Titiriteka,"Calle de los Registros, 21",94
348,Cercedilla,40.7412931,-4.0558002,16032,Parque PradoLuengo,PradoLuengo,649
349,Cercedilla,40.7412931,-4.0558002,13065,El Colonial,"Carrer Manel Farres, 49",19
350,Cercedilla,40.7412931,-4.0558002,13065,Bar Muñoza,"Plaza Mayor, 8",46
351,Cercedilla,40.7412931,-4.0558002,13065,Tres Jaras,"Calle Mayor, 5",51
352,Cercedilla,40.7412931,-4.0558002,13065,Bar Limbocopas,"Mayor 18, 28470 Cercedilla Comunidad de Madrid",51
353,Cercedilla,40.7412931,-4.0558002,13065,El Chivo Loco,"Calle Pontezuela, 23",62
354,Cercedilla,40.7412931,-4.0558002,13065,La Venta Vieja,"Calle Pontezuela, 34",65
355,Cercedilla,40.7412931,-4.0558002,13065,El Chivo,"Plaza Mayor, 13",67
356,Cercedilla,40.7412931,-4.0558002,13065,La Fragua,"Travesía, 2",72
357,Cercedilla,40.7412931,-4.0558002,13065,Asador de Angel,"Pontezuela, 27",74
358,Cercedilla,40.7412931,-4.0558002,13065,A tavola di canela,"Calle Mayor, 20",76
359,Cervera de Buitrago,40.9211319,-3.5293404,13065,Restaurante Bar el Lago,"Calle Iglesia, 10",185
360,Chapinería,40.379164,-4.2097254,13065,Meson Plaza,"Plaza Miguel Pagan Ocaña, 1",30
361,Chapinería,40.379164,-4.2097254,13065,El Ventorro,"Carretera Colmenar, 2",33
362,Chapinería,40.379164,-4.2097254,13065,Mesón el Parador,"Calle Clavel, 16",47
363,Chapinería,40.379164,-4.2097254,13065,Augusto Resto Bar,"Avenida del Polideportivo, 8",49
364,Chapinería,40.379164,-4.2097254,13065,Ithilien TC,"Calle Colmenar, 18",137
365,Chinchón,40.1408293,-3.4231474,16032,Parque Valquejigoso,Chinchón Comunidad de Madrid,707
366,Chinchón,40.1408293,-3.4231474,13065,Café de la Iberia,"Plaza Mayor, 17",61
367,Chinchón,40.1408293,-3.4231474,13065,Restamicon,"Plaza Mayor, 14 Bajo",62
368,Chinchón,40.1408293,-3.4231474,13065,La Balconada,"Plaza Mayor, s/n",64
369,Chinchón,40.1408293,-3.4231474,13065,Plaza Mayor,"Plaza Mayor, 10",68
370,Chinchón,40.1408293,-3.4231474,13065,La Columna,"Calle Morata, 2",77
371,Chinchón,40.1408293,-3.4231474,13065,El Comendador,"Plaza Mayor, 21",86
372,Chinchón,40.1408293,-3.4231474,13065,La repesca,"Plaza Mayor, 27",88
373,Chinchón,40.1408293,-3.4231474,13065,La Casa del Pregonero,"Plaza Mayor, 4",92
374,Chinchón,40.1408293,-3.4231474,13065,Taberna Alacena,"Plaza Mayor, 16",93
375,Chinchón,40.1408293,-3.4231474,13065,La Taberna del Arriero,"Plaza Mayor, 2",105
376,Ciempozuelos,40.1580087,-3.6205514,16032,Plaza Fuerzas Armadas,,441
377,Ciempozuelos,40.1580087,-3.6205514,16032,Recinto de perros,,714
378,Ciempozuelos,40.1580087,-3.6205514,16032,Parque Camino de Olimpia,"Camino de Olimpia, s/n",1095
379,Ciempozuelos,40.1580087,-3.6205514,17114,Comercial Detroit,"Calle Moreras Polígono Industrial Camporrosso, Parcela, 4",249
380,Ciempozuelos,40.1580087,-3.6205514,13065,Macondo,"Calle de San Sebastián, s/n",28
381,Ciempozuelos,40.1580087,-3.6205514,13065,Plaza Mayor,"Plaza Mayor, 18",70
382,Ciempozuelos,40.1580087,-3.6205514,13065,100 Montaditos,"Plaza Mayor, 11",144
383,Ciempozuelos,40.1580087,-3.6205514,13065,Navarrete's Bar & Grill,"Calle Malteros, 1",169
384,Ciempozuelos,40.1580087,-3.6205514,13065,Casa Bote,"Calle España, 22",171
385,Ciempozuelos,40.1580087,-3.6205514,13065,Serunion,"Calle de los Jardines, 1",181
386,Ciempozuelos,40.1580087,-3.6205514,13065,La Tinaja,"Calle Dr. Rivas, 4",197
387,Ciempozuelos,40.1580087,-3.6205514,13065,Angel Garcia de la Serna,"Calle del Doctor Rivas, 45",205
388,Ciempozuelos,40.1580087,-3.6205514,13065,La Serradora,"Plaza de la Constitución, 2",206
389,Ciempozuelos,40.1580087,-3.6205514,13065,Delicias de Horno,"Plaza de la Constitución, 8",215
390,Cobeña,40.5676083,-3.5048565,16032,Parque el Matadero,Cobeña Comunidad de Madrid,170
391,Cobeña,40.5676083,-3.5048565,16032,Parque Pijos,28863 Cobeña Comunidad de Madrid,617
392,Cobeña,40.5676083,-3.5048565,16032,Estanque de Patos Cobeña,Cobeña,1502
393,Cobeña,40.5676083,-3.5048565,17114,Herbolario Naturdietética,"Avenida Guadalajara, 20",202
394,Cobeña,40.5676083,-3.5048565,13065,Jr,"Calle del Cid, 1",36
395,Cobeña,40.5676083,-3.5048565,13065,El Refugio,"Carretera Alcalá-Torrelaguna, Km 15,5",116
396,Cobeña,40.5676083,-3.5048565,13065,El Rey de Oros,"Carretera Alcalá-Torrelaguna, 3",163
397,Cobeña,40.5676083,-3.5048565,13065,Asador de Cobeña,"Bodeguillas, 5",169
398,Cobeña,40.5676083,-3.5048565,13065,El Pote,"Calle Olivar, 7",177
399,Cobeña,40.5676083,-3.5048565,13065,Las Parrillas,"Carretera Alcalá-Torrelaguna, Km 16",185
400,Cobeña,40.5676083,-3.5048565,13065,Herbolario Naturdietética,"Avenida Guadalajara, 20",202
401,Cobeña,40.5676083,-3.5048565,13065,El Dos de Oros,"Carretera Alcala - Torrelaguna, 7",212
402,Cobeña,40.5676083,-3.5048565,13065,La Cueva de los Piratas,"Bronce, 2",811
403,Collado Mediano,40.6943707,-4.0247212,16032,Parque de Collado Mediano,Comunidad de Madrid,548
404,Collado Mediano,40.6943707,-4.0247212,16032,Parque de la Tejera,28490 Becerril de la Sierra Comunidad de Madrid,1924
405,Collado Mediano,40.6943707,-4.0247212,13065,A Xantar,"Calle de la Audiencia, 7",79
406,Collado Mediano,40.6943707,-4.0247212,13065,Cafeteria Rubio,"Calle Audiencia, 3",89
407,Collado Mediano,40.6943707,-4.0247212,13065,Las Comadres,"Plaza de la Herrería, 3",121
408,Collado Mediano,40.6943707,-4.0247212,13065,Alanda Restauracion,"Calle Siete Picos Ub Reajo de, 96",132
409,Collado Mediano,40.6943707,-4.0247212,13065,Restaurante el Castillo,"Calle la Solana, 16",278
410,Collado Mediano,40.6943707,-4.0247212,13065,Restaurante Mesta,"Calle Real, 58",495
411,Collado Mediano,40.6943707,-4.0247212,13065,Tapería Olé,"Calle Real, 84",908
412,Collado Mediano,40.6943707,-4.0247212,13065,Restaurante Bar Olé,"Calle Real, 84",908
413,Collado Mediano,40.6943707,-4.0247212,13065,Restaurante el Rincón de la Abuela,"Paseo Alfredo Carneros, 3",1133
414,Collado Mediano,40.6943707,-4.0247212,13065,Restaurante Koma,"Paseo Rosales, 48",1846
415,Collado Villalba,40.6431496,-3.9930128,16032,Parque Torre el Raso,28400 Collado Villalba Comunidad de Madrid,210
416,Collado Villalba,40.6431496,-3.9930128,16032,Parque Peñalba,28400 Collado Villalba Comunidad de Madrid,357
417,Collado Villalba,40.6431496,-3.9930128,16032,Parque Infantil la Dehesa I,28400 Collado Villalba Comunidad de Madrid,911
418,Collado Villalba,40.6431496,-3.9930128,16032,Parque Infantil la Dehesa II,28400 Collado Villalba Comunidad de Madrid,1098
419,Collado Villalba,40.6431496,-3.9930128,16032,Parque de las Heras,Madrid,1152
420,Collado Villalba,40.6431496,-3.9930128,16032,El Parque de Lolo,,1189
421,Collado Villalba,40.6431496,-3.9930128,16032,Parque Pinar de las Heras,,1212
422,Collado Villalba,40.6431496,-3.9930128,16032,Parque de los Aromas,Collado Villalba Comunidad de Madrid,1635
423,Collado Villalba,40.6431496,-3.9930128,16032,Parque Infantil los Belgas,28400 Collado Villalba Comunidad de Madrid,1828
424,Collado Villalba,40.6431496,-3.9930128,16032,Parque de los peces,,1904
425,Collado Villalba,40.6431496,-3.9930128,17114,Zoco Villalba,"Avenida Juan Carlos I, 20",1435
426,Collado Villalba,40.6431496,-3.9930128,17114,Okaidi Cc los Valles,"Calle Rincón de las Eras, 1",1536
427,Collado Villalba,40.6431496,-3.9930128,17114,Los Valles,"Camelias, 14",1629
428,Collado Villalba,40.6431496,-3.9930128,13065,Casa Serafin,"Calle Libertad, 21",74
429,Collado Villalba,40.6431496,-3.9930128,13065,Restaurante EntreDientes,"Calle Hermanos Martínez Morales, 1",128
430,Collado Villalba,40.6431496,-3.9930128,13065,Cuore,"Plaza Cuatro Caños, 14A",155
431,Collado Villalba,40.6431496,-3.9930128,13065,El Raso,"Plaza el Escorial, 3",166
432,Collado Villalba,40.6431496,-3.9930128,13065,La Vaqueria,"Calle Fuente del Álamo, 6",175
433,Collado Villalba,40.6431496,-3.9930128,13065,La Viña de Baco,"Plaza Cuatro Caños, s/n",210
434,Collado Villalba,40.6431496,-3.9930128,13065,La Rosa,"Fuente del Álamo, 20",231
435,Collado Villalba,40.6431496,-3.9930128,13065,Las Murallas Villa,"Calle Concejo, 7",336
436,Collado Villalba,40.6431496,-3.9930128,13065,La Espiga de Oro,"Calle Lola Gaos, s/n",393
437,Collado Villalba,40.6431496,-3.9930128,13065,Urien Gestion,"Calle Rincon de las Heras, 1",408
438,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Chicotes,"Calle General Franco, 1",55
439,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Restaurante Chicote's,"Calle General Franco, 1",55
440,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Doña Filo,"Calle San Juan, 3",74
441,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Bar Mariano,"Plaza España, 12",117
442,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Casa Mariano,Plaza España N 2-3,149
443,Colmenar del Arroyo,40.4179997,-4.1972768,13065,El Rincón de Aroa,"Calle Real, 9",221
444,Colmenar del Arroyo,40.4179997,-4.1972768,13065,El Bodeguín,"Calle Real, 9",221
445,Colmenar del Arroyo,40.4179997,-4.1972768,13065,Arrendamientos y Explotaciones Hosteleras,"Avenida Valdemorillo, 2",293
446,Colmenar de Oreja,40.1074198,-3.3871634,16032,Fuente de los Huertos,Colmenar de Oreja Comunidad de Madrid,666
447,Colmenar de Oreja,40.1074198,-3.3871634,13065,"Carrero Algovia, M","Plaza Mayor, 20",29
448,Colmenar de Oreja,40.1074198,-3.3871634,13065,El Palique,"Plaza Mayor, 6",35
449,Colmenar de Oreja,40.1074198,-3.3871634,13065,Bar Toma T2,"Plaza Mayor, 22",37
450,Colmenar de Oreja,40.1074198,-3.3871634,13065,Bar confiteria reims,"Plaza Mayor, 12",37
451,Colmenar de Oreja,40.1074198,-3.3871634,13065,Magerit,"Calle Empedrada, 1",76
452,Colmenar de Oreja,40.1074198,-3.3871634,13065,El fogón de la iglesia,"Plaza de la Comunidad de Vecinos, 1",76
453,Colmenar de Oreja,40.1074198,-3.3871634,13065,Restaurante Crescencio,"Calle de Fosant, 1",113
454,Colmenar de Oreja,40.1074198,-3.3871634,13065,Bar Bocatería Cava Nueva,"Calle Cava, 9",253
455,Colmenar de Oreja,40.1074198,-3.3871634,13065,Asador Rte. la Paca,"Soledad, 2",276
456,Colmenar de Oreja,40.1074198,-3.3871634,13065,Luz Nelly Cardona Aguirre,Calle Jarama Nº2,287
457,Colmenarejo,40.5607257,-4.0165248,16032,Parque Municipal las Quirogas,,263
458,Colmenarejo,40.5607257,-4.0165248,16032,Parque del tiro,"Calle Cañada de las Merinas, s/n",286
459,Colmenarejo,40.5607257,-4.0165248,16032,Parque del Huevo,"C/ Cañada de las Merinas, 28270 Colmenarejo Comunidad de Madrid",286
460,Colmenarejo,40.5607257,-4.0165248,16032,Fuente de colorines,,1373
461,Colmenarejo,40.5607257,-4.0165248,13065,Genuino Colmenarejo,"Calle los Cruces, 17",41
462,Colmenarejo,40.5607257,-4.0165248,13065,Cafetería las Adelinas,"Plaza de la Constitución, 2",58
463,Colmenarejo,40.5607257,-4.0165248,13065,Taberna Azabache,"Calle Maravillas, 8",64
464,Colmenarejo,40.5607257,-4.0165248,13065,Kebab hut,"Calle San Lorenzo, 4",108
465,Colmenarejo,40.5607257,-4.0165248,13065,Pizzería LIDI,"Calle Vistalegre, 4",143
466,Colmenarejo,40.5607257,-4.0165248,13065,El Rincon de Flecha,"Calle Cañada de las Merinas, 56",229
467,Colmenarejo,40.5607257,-4.0165248,13065,Micai,"Calle del Caracol, 2",229
468,Colmenarejo,40.5607257,-4.0165248,13065,Hostal Yusta,"Avenida Pablo Iglesias, 12",376
469,Colmenarejo,40.5607257,-4.0165248,13065,Nativo Restaurante,"Carretera de Galapagar, 28",397
470,Colmenarejo,40.5607257,-4.0165248,13065,Casa Triana,"Carretera de Galapagar, 34",555
471,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Infantil Maestro Almeida,28770 Colmenar Comunidad de Madrid,294
472,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque de la Estrella,28770 Colmenar Viejo Comunidad de Madrid,323
473,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Sebastian Esteban Junquer,Colmenar Viejo Comunidad de Madrid,331
474,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Alcalde Cosme Jerez,Calle del Tío Sandalio,446
475,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Hierbabuena,28770 Colmenar Viejo Comunidad de Madrid,502
476,Colmenar Viejo,40.6587726,-3.7659722,16032,Bosque de Almendros,28770 Colmenar Viejo Comunidad de Madrid,600
477,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque del Moncayo,28770 Colmenar Viejo Comunidad de Madrid,647
478,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Agility,28770 Colmenar Viejo Comunidad de Madrid,701
479,Colmenar Viejo,40.6587726,-3.7659722,16032,Parque Félix Rodríguez de la Fuente,,918
480,Colmenar Viejo,40.6587726,-3.7659722,16032,La Alameda,Alameda,974
481,Colmenar Viejo,40.6587726,-3.7659722,17114,La Feria,"Calle del Marqués de Santillana, 6",151
482,Colmenar Viejo,40.6587726,-3.7659722,17114,El Ventanal de la Sierra,"Avenida de la Libertad, 93",952
483,Colmenar Viejo,40.6587726,-3.7659722,17114,CC el Ventanal de la Sierra,"Rotonda de los Canteros, s/n",953
484,Colmenar Viejo,40.6587726,-3.7659722,13065,Finca Peñarrubia,"Carretera San Agustín de Guadalix a Colmenar, Km 3.3",28
485,Colmenar Viejo,40.6587726,-3.7659722,13065,Pastelería Artesanal Manolo,"Feria, 7",45
486,Colmenar Viejo,40.6587726,-3.7659722,13065,Cafetería Manhattan,"Calle Real, 9",119
487,Colmenar Viejo,40.6587726,-3.7659722,13065,La Toscana Colmenar,"Calle Cruz del Alamillo, 1",125
488,Colmenar Viejo,40.6587726,-3.7659722,13065,Meson Aljarafe,Calle de la Retama Nº5,205
489,Colmenar Viejo,40.6587726,-3.7659722,13065,Rte. Cafeteria el Lagar,"Calle del Cura, 24",223
490,Colmenar Viejo,40.6587726,-3.7659722,13065,Alhajas Gourmet,"Calle Pedro López, 2",236
491,Colmenar Viejo,40.6587726,-3.7659722,13065,La Taberna San Lucar,"Calle Retama, 11",258
492,Colmenar Viejo,40.6587726,-3.7659722,13065,Bar Cafetería la Roca,"Calle de Hondorrio, 13",263
493,Colmenar Viejo,40.6587726,-3.7659722,13065,La Escalinata,"Retama, 18",294
494,Coslada,40.423802,-3.5552882,16032,Parque de Carlos Marx,"Calle de Miguel Hernández, 28822 Coslada Comunidad de Madrid",70
495,Coslada,40.423802,-3.5552882,16032,Parque de las Casitas,28822 Coslada Comunidad de Madrid,323
496,Coslada,40.423802,-3.5552882,16032,Saltilandia,"Avenida España, 23",613
497,Coslada,40.423802,-3.5552882,16032,Parque de el Cerro,28822 Coslada Comunidad de Madrid,672
498,Coslada,40.423802,-3.5552882,16032,Parque la Rambla,La Rambla,702
499,Coslada,40.423802,-3.5552882,16032,El Parque,"Calle  de José Martí, 28822 Coslada Comunidad de Madrid",725
500,Coslada,40.423802,-3.5552882,16032,Parque Infantil -Recinto Ferial,28821 Coslada Comunidad de Madrid,747
501,Coslada,40.423802,-3.5552882,16032,Recinto Ferial,Coslada Madrid,750
502,Coslada,40.423802,-3.5552882,16032,Parque Pellas,"Calle Bucarest, 28822 Coslada Comunidad de Madrid",956
503,Coslada,40.423802,-3.5552882,16032,Parque Salvador Allende,"C/ Colombia, 28823 Coslada Comunidad de Madrid",970
504,Coslada,40.423802,-3.5552882,17114,Zocoslada,"Avenida de España, 23",579
505,Coslada,40.423802,-3.5552882,17114,Centro Comercial la Rambla,Coslada Comunidad de Madrid,969
506,Coslada,40.423802,-3.5552882,17114,Los Valles,"Avenida Principes de España de l, 45",1039
507,Coslada,40.423802,-3.5552882,17114,La Rambla,"Calle Honduras, 25-27",1129
508,Coslada,40.423802,-3.5552882,17114,Comercial Valencia,"Calle Córdoba, s/n",1916
509,Coslada,40.423802,-3.5552882,13065,Taberna del Xino,"Calle Uruguay Frente al Numero, 1",219
510,Coslada,40.423802,-3.5552882,13065,Cafeteria Alberto,"Calle de Buenos Aires, 1B",317
511,Coslada,40.423802,-3.5552882,13065,Domino's Pizza,"Avenida de la Constitución, 85",385
512,Coslada,40.423802,-3.5552882,13065,Pastelería Agmina,"Calle del Dr. Castroviejo, 5",542
513,Coslada,40.423802,-3.5552882,13065,La Mancheguita Restaurante,"Calle Honduras, s/n",576
514,Coslada,40.423802,-3.5552882,13065,El Autor,"Calle Pablo Neruda, 17-25",585
515,Coslada,40.423802,-3.5552882,13065,Vips,"Avenida José Gárate, s/n",621
516,Coslada,40.423802,-3.5552882,13065,VIPS Plaza Coslada,"Avenida de José Gárate, s/n",624
517,Coslada,40.423802,-3.5552882,13065,La Rambla,Cartagena Regíón de Murcia,639
518,Coslada,40.423802,-3.5552882,13065,Restaurante Pizzería Mayor,"Plaza Doctor Marañón, 3",642
519,Cubas de la Sagra,40.1908352,-3.8378366,16032,Parque de la Malata,28978 Cubas Comunidad de Madrid,547
520,Cubas de la Sagra,40.1908352,-3.8378366,16032,Parque San Isidro,Cubas de la Sagra Comunidad de Madrid,813
521,Cubas de la Sagra,40.1908352,-3.8378366,16032,Parque las Pérgolas,Cubas de la Sagra Comunidad de Madrid,1176
522,Cubas de la Sagra,40.1908352,-3.8378366,13065,Los Hornos,"Carretera Carranque, Km 2",89
523,Cubas de la Sagra,40.1908352,-3.8378366,13065,Bar Terraza Jardin,Calle San Sebastian,202
524,Cubas de la Sagra,40.1908352,-3.8378366,13065,Las Tinajas,"Sagrado Corazón, 26",233
525,Cubas de la Sagra,40.1908352,-3.8378366,13065,El Bombín de Sabina,"Calle de la Torrecilla, 23",417
526,Cubas de la Sagra,40.1908352,-3.8378366,13065,Quinta del Alba,"Carretera de Griñón a Cubas de la Sagra, Km 1",1106
527,Cubas de la Sagra,40.1908352,-3.8378366,13065,Cafeteria Pasteleria Cubas Plaza,"Calle Acacias, 1",1302
528,Cubas de la Sagra,40.1908352,-3.8378366,13065,Finca los Cotos,"Camino de Madrid, s/n",1393
529,Daganzo de Arriba,40.5451953,-3.45785,16032,Parque del Globo,"Calle Cuesta Lengua, 34",362
530,Daganzo de Arriba,40.5451953,-3.45785,16032,Parque 11 de Marzo,28814 Daganzo de Arriba Comunidad de Madrid,370
531,Daganzo de Arriba,40.5451953,-3.45785,16032,Parque Infantil,,602
532,Daganzo de Arriba,40.5451953,-3.45785,16032,Parque forestal María Marzol,28814 Daganzo de Arriba Comunidad de Madrid,1908
533,Daganzo de Arriba,40.5451953,-3.45785,13065,Serrano Ii,"Polígono Industrial los Frailes, Parc, 71",51
534,Daganzo de Arriba,40.5451953,-3.45785,13065,Irish Tavern,"Calle Oriente, 9",97
535,Daganzo de Arriba,40.5451953,-3.45785,13065,Bar Polvorilla,"Calle Alcala, 7",137
536,Daganzo de Arriba,40.5451953,-3.45785,13065,Restaurante Punto de Origen,"Calle Príncipe Felipe, 21",163
537,Daganzo de Arriba,40.5451953,-3.45785,13065,Dorado,"Calle Principe Felipe, 17",163
538,Daganzo de Arriba,40.5451953,-3.45785,13065,Cafetería O'Donnell,"Calle Príncipe Felipe, 27",193
539,Daganzo de Arriba,40.5451953,-3.45785,13065,Ac cafeteria o'donell inversiones,"Calle Principe Felipe, 27",193
540,Daganzo de Arriba,40.5451953,-3.45785,13065,Los Alcaldes de Daganzo,"Carretera Fresno, 24",207
541,Daganzo de Arriba,40.5451953,-3.45785,13065,Daganzo,"Carretera Cobeña, 1",240
542,Daganzo de Arriba,40.5451953,-3.45785,13065,Boca a Boca,Carretera Alcalá M-118,249
543,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Arboleda Calzada Lonja Monasterio de el Escorial,28200 El Escorial Comunidad de Madrid,198
544,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque de Adolfo Suárez,"Paseo de los Alamillos, 28200 El Escorial Comunidad de Madrid",288
545,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque de Felipe II,"calle Infantes, 28200 El Escorial Comunidad de Madrid",360
546,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Plaza Juan de Herrera,28200 El Escorial Comunidad de Madrid,370
547,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque la Ladera,El Escorial Comunidad de Madrid,396
548,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque de los Romeros,28200 El Escorial Comunidad de Madrid,565
549,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Los Romeros,,575
550,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque de la Herreria,El Escorial Comunidad de Madrid,613
551,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Manguilla,,1426
552,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,16032,Parque de los Columpios,28280 El Escorial Comunidad de Madrid,1483
553,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,17114,Centro Comercial GIGANTE,"Polígono Industrial Matacuervos, 5",1987
554,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Best Western Hotel Florida,Calle Floridablanca No 12-14,194
555,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,caffetteria ristorante del Arte,Calle Floridablanca 12-14,207
556,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Cafe del Coliseo,"Calle Floridablanca, 20",208
557,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Cerveceria Don Felipe,"Calle Floridablanca, 7",215
558,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Parrilla Príncipe,"Mariano Benavente, 12",227
559,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Madrid-Sevilla,"Calle Mariano Benavente, 1",235
560,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,La Cueva,"Calle San Antón, 4",239
561,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,El Balcon de Piedra,"Calle San Anton, 4",239
562,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,La Taberna de Antioquia,"Calle Mariano Benavente, 5",240
563,Real Monasterio de San Lorenzo de El Escorial,40.5890661,-4.147394873409854,13065,Croché Cafetín,"Calle San Lorenzo, 6",241
564,Estremera,40.1847306,-3.1062403,13065,El Rincon de Higuerlop,"Iglesia, 25",168
565,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,La Hosteria de Fresnedillas,"Calle Real, 53",193
566,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,Taberna Amador,"Real, 57",199
567,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,Casa de Comidas Amador,"Calle Real, 57",205
568,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,Restaurante la REAL,"Carretera de Robledo, 2",237
569,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,Real Barbacoa,"Carretera Robledo de Chavela, 2",237
570,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,El Rincón de Casavieja,"Calle de la Iglesia, 2",316
571,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,El Arbol del Pan,"Carretera de Colmenar del Arroyo, 5",333
572,Fresnedillas de la Oliva,40.486444,-4.1723486,13065,Quesería la Cabezuela,"Cabezuela, 14",838
573,Fuenlabrada,40.282476,-3.7923422,16032,Parque Infantil,"Calle de Doctor Miguel Aguado, 28944 Fuenlabrada Comunidad de Madrid",259
574,Fuenlabrada,40.282476,-3.7923422,16032,Moruzosland,,470
575,Fuenlabrada,40.282476,-3.7923422,16032,Parque del Olivar,Olivar,482
576,Fuenlabrada,40.282476,-3.7923422,16032,Parque de los Estados,"Avenida de los Estados, 12",548
577,Fuenlabrada,40.282476,-3.7923422,16032,Parque de Perros,28945 Fuenlabrada Comunidad de Madrid,552
